2026-07-09 23:35:26,828 | INFO | sentence_transformers.base.model | No device provided, using cpu

There is no specific mention of a security vulnerability or Docker container startup failure-related root cause in the provided documents. Therefore, I can only provide information based on the available data.

The answer to your question is:

"Root cause: Resource limits were too restrictive (according to incident_report_1)."

Source: Enterprise Knowledge Base refresh token failure I see that you're asking about "refresh token failure". 

According to the Enterprise Knowledge Base, I couldn't find any specific information related to "refresh token failure" in the provided documents. However, I can suggest some possible causes based on the available data.

Since you didn't mention a specific error message or details about the issue, I'll provide some general insights:

1. The incident report (incident_report_1) mentions that Kubernetes Pod Crash Incident impacted service availability due to resource limits being too restrictive, which was resolved by updating resource requests and limits.
2. There is no specific mention of a security vulnerability or Docker container startup failure-related root cause in the provided documents.

Given this information, I'd recommend investigating further to determine the exact cause of the refresh token failure. You may want to check for any errors or logs related to the issue, as well as review the authentication flow and configuration settings.

If you have more details about the error message or the specific environment where this is happening, I can try to help you narrow down the possible causes.

Source: Enterprise Knowledge Base refresh token failure refresh token failure
2026-07-25 21:24:11,282 | INFO | search.vectorstore.faiss_store | Loading FAISS index from C:\Projects\EKDE\vector_store.index
2026-07-25 21:24:11,301 | INFO | search.retrieval.retriever | FAISS index loaded successfully.
2026-07-25 21:24:11,615 | INFO | search.retrieval.retriever | Generated query embedding (dimension=384).
2026-07-25 21:24:11,616 | INFO | search.retrieval.retriever | FAISS returned 20 candidate chunks.
2026-07-25 21:24:12,062 | INFO | search.retrieval.retriever | Loaded 4000 chunks from database.
2026-07-25 21:24:12,063 | INFO | search.retrieval.retriever | Retriever returning 20 matching chunks.
2026-07-25 21:24:12,074 | INFO | search.retrieval.hybrid_retriever | FAISS returned 20 results.
2026-07-25 21:24:12,074 | INFO | search.retrieval.bm25_retriever | Starting BM25 retrieval for query: Based on the Enterprise Knowledge Base, the root cause of the issue is mentioned in multiple documents. According to the SLK-00767 document from Slack, the root cause was identified for a service discovery issue.

Additionally, the incident report (incident_report_1) mentions that Kubernetes Pod Crash Incident impacted service availability due to resource limits being too restrictive, which was resolved by updating resource requests and limits.

There is no specific mention of a security vulnerability or Docker container startup failure-related root cause in the provided documents. Therefore, I can only provide information based on the available data.

The answer to your question is:

"Root cause: Resource limits were too restrictive (according to incident_report_1)."

Source: Enterprise Knowledge Base refresh token failure I see that you're asking about "refresh token failure". 

According to the Enterprise Knowledge Base, I couldn't find any specific information related to "refresh token failure" in the provided documents. However, I can suggest some possible causes based on the available data.

Since you didn't mention a specific error message or details about the issue, I'll provide some general insights:

1. The incident report (incident_report_1) mentions that Kubernetes Pod Crash Incident impacted service availability due to resource limits being too restrictive, which was resolved by updating resource requests and limits.
2. There is no specific mention of a security vulnerability or Docker container startup failure-related root cause in the provided documents.

Given this information, I'd recommend investigating further to determine the exact cause of the refresh token failure. You may want to check for any errors or logs related to the issue, as well as review the authentication flow and configuration settings.

If you have more details about the error message or the specific environment where this is happening, I can try to help you narrow down the possible causes.

Source: Enterprise Knowledge Base refresh token failure refresh token failure
2026-07-25 21:24:12,451 | INFO | search.retrieval.bm25_retriever | Loaded 4000 chunks.
2026-07-25 21:24:13,068 | INFO | search.retrieval.bm25_retriever | Returning 20 BM25 results.
2026-07-25 21:24:13,083 | INFO | search.retrieval.hybrid_retriever | BM25 returned 20 results.
2026-07-25 21:24:13,083 | INFO | search.retrieval.hybrid_retriever | Hybrid retrieval returning 20 results.
2026-07-25 21:24:13,084 | INFO | search.context.context_builder | Retrieved 20 chunks from FAISS.
2026-07-25 21:24:13,085 | INFO | chatbot.utils.confidence | Confidence score: 47
2026-07-25 21:24:13,086 | INFO | search.context.context_builder | Confidence score calculated: 47
2026-07-25 21:24:13,086 | INFO | search.retrieval.reranker | Reranker selected 5 chunks from 20 retrieved results.
2026-07-25 21:24:13,087 | INFO | search.context.context_builder | Reranker selected 5 chunks.
2026-07-25 21:24:13,088 | INFO | search.context.context_builder | Context built successfully with 5 citations.
2026-07-25 21:24:13,089 | INFO | chatbot.llm.ollama_client | Prompt length: 8254 characters
2026-07-25 21:24:13,091 | INFO | chatbot.llm.ollama_client | Sending prompt to Ollama.
2026-07-25 21:24:13,091 | INFO | chatbot.llm.ollama_client | Sending prompt to Ollama.
2026-07-25 21:24:45,087 | INFO | chatbot.llm.ollama_client | Received response from Ollama.
2026-07-25 21:24:45,087 | INFO | chatbot.chat_pipeline | Chat pipeline completed.
2026-07-25 21:24:45,088 | INFO | chatbot.views | Chat request completed successfully.
2026-07-25 21:24:45,172 | ERROR | django.request | Internal Server Error: /api/chat/
Traceback (most recent call last):
  File "C:\Projects\EKDE\venv\Lib\site-packages\rest_framework\fields.py", line 437, in get_attribute
    return get_attribute(instance, self.source_attrs)
  File "C:\Projects\EKDE\venv\Lib\site-packages\rest_framework\fields.py", line 102, in get_attribute
    instance = instance[attr]
               ~~~~~~~~^^^^^^
KeyError: 'session_id'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Projects\EKDE\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Projects\EKDE\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Projects\EKDE\venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "C:\Projects\EKDE\venv\Lib\site-packages\django\views\generic\base.py", line 106, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Projects\EKDE\venv\Lib\site-packages\rest_framework\views.py", line 515, in dispatch
    response = self.handle_exception(exc)
  File "C:\Projects\EKDE\venv\Lib\site-packages\rest_framework\views.py", line 475, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "C:\Projects\EKDE\venv\Lib\site-packages\rest_framework\views.py", line 486, in raise_uncaught_exception
    raise exc
  File "C:\Projects\EKDE\venv\Lib\site-packages\rest_framework\views.py", line 512, in dispatch
    response = handler(request, *args, **kwargs)
  File "C:\Projects\EKDE\backend\chatbot\views.py", line 118, in post
    response.data,
    ^^^^^^^^^^^^^
  File "C:\Projects\EKDE\venv\Lib\site-packages\rest_framework\serializers.py", line 585, in data
    ret = super().data
          ^^^^^^^^^^^^
  File "C:\Projects\EKDE\venv\Lib\site-packages\rest_framework\serializers.py", line 251, in data
    self._data = self.to_representation(self.instance)
                 ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
  File "C:\Projects\EKDE\venv\Lib\site-packages\rest_framework\serializers.py", line 539, in to_representation
    attribute = field.get_attribute(instance)
  File "C:\Projects\EKDE\venv\Lib\site-packages\rest_framework\fields.py", line 470, in get_attribute
    raise type(exc)(msg)
KeyError: "Got KeyError when attempting to get a value for field `session_id` on serializer `ChatResponseSerializer`.\nThe serializer field might be named incorrectly and not match any attribute or key on the `dict` instance.\nOriginal exception text was: 'session_id'."
2026-07-25 21:34:58,352 | INFO | django.utils.autoreload | C:\Projects\EKDE\backend\chatbot\serializers.py changed, reloading.
2026-07-25 21:35:01,101 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-07-25 21:35:01,672 | INFO | faiss.loader | Loading faiss with AVX2 support.
2026-07-25 21:35:01,673 | INFO | faiss.loader | Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
2026-07-25 21:35:01,674 | INFO | faiss.loader | Loading faiss.
2026-07-25 21:35:01,714 | INFO | faiss.loader | Successfully loaded faiss.
2026-07-25 21:35:16,776 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-07-25 21:35:18,236 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:18,238 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-07-25 21:35:18,280 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/modules.json "HTTP/1.1 200 OK"
2026-07-25 21:35:18,573 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:18,601 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-07-25 21:35:18,604 | INFO | sentence_transformers.base.model | Loading SentenceTransformer model from BAAI/bge-small-en-v1.5.
2026-07-25 21:35:18,924 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:19,032 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-07-25 21:35:19,349 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:19,488 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/README.md "HTTP/1.1 200 OK"
2026-07-25 21:35:19,739 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:19,772 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/modules.json "HTTP/1.1 200 OK"
2026-07-25 21:35:20,030 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/sentence_bert_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:20,094 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/sentence_bert_config.json "HTTP/1.1 200 OK"
2026-07-25 21:35:20,306 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/adapter_config.json "HTTP/1.1 404 Not Found"
2026-07-25 21:35:20,542 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:20,567 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config.json "HTTP/1.1 200 OK"
2026-07-25 21:35:21,315 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-07-25 21:35:21,549 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-07-25 21:35:21,816 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-07-25 21:35:22,052 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-07-25 21:35:22,288 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:22,303 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/tokenizer_config.json "HTTP/1.1 200 OK"
2026-07-25 21:35:22,530 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:22,551 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config.json "HTTP/1.1 200 OK"
2026-07-25 21:35:22,787 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:22,853 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config.json "HTTP/1.1 200 OK"
2026-07-25 21:35:23,103 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:23,123 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/tokenizer_config.json "HTTP/1.1 200 OK"
2026-07-25 21:35:23,403 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-small-en-v1.5/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-07-25 21:35:23,639 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-small-en-v1.5/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-07-25 21:35:24,008 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/1_Pooling/config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 21:35:24,027 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-07-25 21:35:24,336 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-small-en-v1.5 "HTTP/1.1 200 OK"
2026-07-25 21:38:24,537 | INFO | chatbot.views | Received new chat request.
2026-07-25 21:38:24,538 | INFO | chatbot.views | Question: refresh token failure
2026-07-25 21:38:24,539 | INFO | chatbot.chat_pipeline | Starting chat pipeline.
2026-07-25 21:38:24,539 | INFO | chatbot.query.query_rewriter | Rewriting query using conversation history.
2026-07-25 21:38:24,540 | INFO | chatbot.query.query_rewriter | Rewritten query: refresh token failure refresh token failure
2026-07-25 21:38:24,540 | INFO | chatbot.chat_pipeline | Using rewritten query: refresh token failure refresh token failure
2026-07-25 21:38:24,540 | INFO | search.context.context_builder | Building context for query: refresh token failure refresh token failure
2026-07-25 21:38:24,541 | INFO | search.retrieval.hybrid_retriever | Starting hybrid retrieval.
2026-07-25 21:38:24,541 | INFO | search.retrieval.retriever | Starting retrieval for query: refresh token failure refresh token failure
2026-07-25 21:38:24,542 | INFO | search.vectorstore.faiss_store | Loading FAISS index from C:\Projects\EKDE\vector_store.index
2026-07-25 21:38:24,549 | INFO | search.retrieval.retriever | FAISS index loaded successfully.
2026-07-25 21:38:24,643 | INFO | search.retrieval.retriever | Generated query embedding (dimension=384).
2026-07-25 21:38:24,644 | INFO | search.retrieval.retriever | FAISS returned 20 candidate chunks.
2026-07-25 21:38:24,871 | INFO | search.retrieval.retriever | Loaded 4000 chunks from database.
2026-07-25 21:38:24,872 | INFO | search.retrieval.retriever | Retriever returning 20 matching chunks.
2026-07-25 21:38:24,880 | INFO | search.retrieval.hybrid_retriever | FAISS returned 20 results.
2026-07-25 21:38:24,895 | INFO | search.retrieval.bm25_retriever | Starting BM25 retrieval for query: refresh token failure refresh token failure
2026-07-25 21:38:25,143 | INFO | search.retrieval.bm25_retriever | Loaded 4000 chunks.
2026-07-25 21:38:25,201 | INFO | search.retrieval.bm25_retriever | Returning 20 BM25 results.
2026-07-25 21:38:25,211 | INFO | search.retrieval.hybrid_retriever | BM25 returned 20 results.
2026-07-25 21:38:25,211 | INFO | search.retrieval.hybrid_retriever | Hybrid retrieval returning 20 results.
2026-07-25 21:38:25,212 | INFO | search.context.context_builder | Retrieved 20 chunks from FAISS.
2026-07-25 21:38:25,212 | INFO | chatbot.utils.confidence | Confidence score: 38
2026-07-25 21:38:25,213 | INFO | search.context.context_builder | Confidence score calculated: 38
2026-07-25 21:38:25,214 | INFO | search.retrieval.reranker | Reranker selected 5 chunks from 20 retrieved results.
2026-07-25 21:38:25,214 | INFO | search.context.context_builder | Reranker selected 5 chunks.
2026-07-25 21:38:25,215 | INFO | search.context.context_builder | Context built successfully with 5 citations.
2026-07-25 21:38:25,216 | INFO | chatbot.llm.ollama_client | Prompt length: 2525 characters
2026-07-25 21:38:25,217 | INFO | chatbot.llm.ollama_client | Sending prompt to Ollama.
2026-07-25 21:38:25,219 | INFO | chatbot.llm.ollama_client | Sending prompt to Ollama.
2026-07-25 21:38:46,182 | INFO | chatbot.llm.ollama_client | Received response from Ollama.
2026-07-25 21:38:46,182 | INFO | chatbot.chat_pipeline | Chat pipeline completed.
2026-07-25 21:38:46,183 | INFO | chatbot.views | Chat request completed successfully.
2026-07-25 22:57:52,522 | INFO | django.utils.autoreload | C:\Projects\EKDE\backend\chatbot\chat_pipeline.py changed, reloading.
2026-07-25 22:57:56,616 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-07-25 22:57:57,377 | INFO | faiss.loader | Loading faiss with AVX2 support.
2026-07-25 22:57:57,379 | INFO | faiss.loader | Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
2026-07-25 22:57:57,379 | INFO | faiss.loader | Loading faiss.
2026-07-25 22:57:57,444 | INFO | faiss.loader | Successfully loaded faiss.
2026-07-25 22:58:26,618 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-07-25 22:58:27,355 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:27,404 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/modules.json "HTTP/1.1 200 OK"
2026-07-25 22:58:27,680 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:27,681 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-07-25 22:58:27,825 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-07-25 22:58:27,828 | INFO | sentence_transformers.base.model | Loading SentenceTransformer model from BAAI/bge-small-en-v1.5.
2026-07-25 22:58:28,279 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:28,370 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-07-25 22:58:28,615 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:28,663 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/README.md "HTTP/1.1 200 OK"
2026-07-25 22:58:28,995 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:29,119 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/modules.json "HTTP/1.1 200 OK"
2026-07-25 22:58:29,365 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/sentence_bert_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:29,437 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/sentence_bert_config.json "HTTP/1.1 200 OK"
2026-07-25 22:58:29,689 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/adapter_config.json "HTTP/1.1 404 Not Found"
2026-07-25 22:58:29,927 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:29,971 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config.json "HTTP/1.1 200 OK"
2026-07-25 22:58:31,166 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-07-25 22:58:31,498 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-07-25 22:58:31,821 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-07-25 22:58:32,105 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-07-25 22:58:32,354 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:32,374 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/tokenizer_config.json "HTTP/1.1 200 OK"
2026-07-25 22:58:32,607 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:32,637 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config.json "HTTP/1.1 200 OK"
2026-07-25 22:58:32,873 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:32,901 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config.json "HTTP/1.1 200 OK"
2026-07-25 22:58:33,131 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:33,148 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/tokenizer_config.json "HTTP/1.1 200 OK"
2026-07-25 22:58:33,407 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-small-en-v1.5/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-07-25 22:58:33,667 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-small-en-v1.5/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-07-25 22:58:34,074 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/1_Pooling/config.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 22:58:34,146 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-07-25 22:58:34,410 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-small-en-v1.5 "HTTP/1.1 200 OK"
2026-07-25 23:04:28,854 | INFO | django.utils.autoreload | C:\Projects\EKDE\backend\chatbot\query\query_rewriter.py changed, reloading.
2026-07-25 23:04:30,539 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-07-25 23:04:30,948 | INFO | faiss.loader | Loading faiss with AVX2 support.
2026-07-25 23:04:30,949 | INFO | faiss.loader | Could not load library with AVX2 support due to:
ModuleNotFoundError("No module named 'faiss.swigfaiss_avx2'")
2026-07-25 23:04:30,949 | INFO | faiss.loader | Loading faiss.
2026-07-25 23:04:30,980 | INFO | faiss.loader | Successfully loaded faiss.
2026-07-25 23:04:47,973 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-07-25 23:04:49,527 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 23:04:49,529 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-07-25 23:04:49,557 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/modules.json "HTTP/1.1 200 OK"
2026-07-25 23:04:49,778 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-07-25 23:04:49,795 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-small-en-v1.5/5c38ec7c405ec4b44b94cc5a9bb96e735b38267a/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-07-25 23:04:49,800 | INFO | sentence_transformers.base.model | Loading SentenceTransformer model from BAAI/bge-small-en-v1.5.
2026-07-25 23:04:50,036 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-small-en-v1.5/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
